gene_symbol,disease,disease_subtype,syndrome,ClinGen_classification,G2P_classification,OMIM_inheritence,G2P_allelic_requirement,ClinGen_mutation_consequence,OMIM_gene_ID,OMIM_disease_name,OMIM_disease_ID,ORPHA_ID,MONDO_ID,G2P_organ_specificity_list,G2P_panel,prev_symbols,hgnc_id,gene_disease_pair_entry_date,share_status,IC_signed_by,ClinGen_pmids,HPO_phenotypes
GPD1L,BrS,NA,NA,Disputed,NA,NA,NA,NA,611778,BRUGADA SYNDROME 2,611777,NA,MONDO_0012728,NA,Cardiac,GPD1-L,HGNC:28956,NA,NA,NA,17967977;18762705;19666841,HP:0004755;HP:0001695;HP:0011715;HP:0012251;HP:0011705;HP:0012248;HP:0011704;HP:0001649;HP:0001663;HP:0004308;HP:0000006;HP:0001645;HP:0004751;HP:0011712;HP:0001279
HCN4,BrS,NA,NA,Disputed,NA,NA,NA,NA,605206,BRUGADA SYNDROME 8,613123,NA,MONDO_0013148,NA,Cardiac,SSS2,HGNC:16882,NA,NA,NA,19165230;22840528;27553229;15123648,HP:0004308;HP:0001634;HP:0001688;HP:0012251;HP:0001663;HP:0001649;HP:0004751;HP:0000006;HP:0011704;HP:0011715;HP:0001659;HP:0001695;HP:0004756;HP:0003577;HP:0004755;HP:0011705;HP:0001712;HP:0005110;HP:0030682;HP:0001279;HP:0011712
KCND3,BrS,NA,NA,Disputed,NA,AD,monoallelic,NA,605411,BRUGADA SYNDROME 9,616399,NA,MONDO_0014621,NA,Cardiac,"BRGDA9, KCND3L, KCND3S, KSHIVB, KV4.3, SCA19, SCA22",HGNC:6239,NA,NA,NA,21349352;22840528;10200233;26016905,HP:0011715;HP:0000651;HP:0002078;HP:0002073;HP:0004751;HP:0001962;HP:0004755;HP:0002370;HP:0000602;HP:0002172;HP:0001251;HP:0002066;HP:0002015;HP:0000020;HP:0001347;HP:0007979;HP:0011704;HP:0002174;HP:0000006;HP:0011705;HP:0001260;HP:0002355;HP:0007772;HP:0004308;HP:0006938;HP:0100543;HP:0001649;HP:0001695;HP:0002136;HP:0012251;HP:0001279;HP:0001350;HP:0001272;HP:0001265;HP:0001336;HP:0002396;HP:0003677;HP:0011712;HP:0001663;HP:0031972;HP:0007944;HP:0000639;HP:0002070
KCNE2,LQTS,NA,NA,Disputed,NA,AD,monoallelic,NA,603796,LONG QT SYNDROME 6,613693,ORPHA:334  Familial atrial fibrillation; ORPHA:101016  Romano-Ward syndrome,MONDO_0013370,NA,Cardiac,"ATFB4, LQT5, LQT6, MIRP1",HGNC:6242,NA,NA,NA,10219239;11101505;12185453;11927665;12923204;15292247;18006462;23631727;23714088;28794082,HP:0001645;HP:0001425;HP:0004754;HP:0001657;HP:0006699;HP:0001663;HP:0001962;HP:0004757;HP:0000006;HP:0001664;HP:0005110;HP:0001279
KCNE3,BrS,NA,NA,Disputed,NA,AD,monoallelic,NA,604433,BRUGADA SYNDROME 6,613119,NA,MONDO_0013145,NA,Cardiac,"BRGDA6, HOKPP, HYPP, MiRP2",HGNC:6243,NA,NA,NA,19122847;22987075;15698834,HP:0012240;HP:0012726;HP:0002203;HP:0011704;HP:0004755;HP:0002486;HP:0003457;HP:0004308;HP:0001649;HP:0008153;HP:0009020;HP:0004303;HP:0003470;HP:0006670;HP:0001279;HP:0030196;HP:0011998;HP:0003694;HP:0011705;HP:0012251;HP:0011712;HP:0001695;HP:0003752;HP:0000006;HP:0001663;HP:0008180;HP:0008256;HP:0004751;HP:0011715
KCNE5,BrS,NA,NA,Disputed,NA,AD,monoallelic,NA,300328,BRUGADA SYNDROME 1,601144,Brugada syndrome ORPHA:130,MONDO_0011001,NA,Cardiac,NA,HGNC:6241,NA,NA,NA,21493962;10493825;27484720,NA
KCNH2,BrS,NA,NA,Disputed,NA,NA,NA,NA,152427,SHORT QT SYNDROME TYPE 1,NA,ORPHA:51083 Familial short QT syndrome; ORPHA:101016 Romano-Ward syndrome,MONDO_0012312,NA,Cardiac,"ERG-1, ERG1, H-ERG, HERG, HERG1, Kv11.1, LQT2, SQT1",HGNC:6251,NA,NA,NA,16043162;18692916;24400717;12612061,HP:0001662;HP:0001664;HP:0012232;HP:0001425;HP:0000006;HP:0001645;HP:0001962;HP:0001695;HP:0004308;HP:0001279;HP:0001663;HP:0005110;HP:0001657;HP:0001678
KCNJ5,LQTS,NA,NA,Disputed,NA,AD,monoallelic,NA,600734,LONG QT SYNDROME 13,613485,NA,MONDO_0013279,NA,Cardiac,"CIR, GIRK4, KATP1, KIR3.4, LQT13",HGNC:6266,NA,NA,NA,20560207;23872692;25417227;24148898;24574546,HP:0200114;HP:0001677;HP:0000822;HP:0001942;HP:0011740;HP:0004757;HP:0002150;HP:0000006;HP:0001635;HP:0002204;HP:0003351;HP:0002170;HP:0000859;HP:0001279;HP:0000421;HP:0001695;HP:0001678;HP:0008221;HP:0002018;HP:0000103;HP:0001712;HP:0002315;HP:0002900;HP:0001959;HP:0001657;HP:0000360;HP:0001324;HP:0040084;HP:0011739;HP:0001649;HP:0005110
KCNJ8,BrS,NA,NA,Disputed,NA,NA,NA,NA,600935,BRUGADA SYNDROME 1,601144,Brugada syndrome ORPHA:130,MONDO_0011001,NA,Cardiac,NA,HGNC:6269,NA,NA,NA,22056721;24367007;20558321;11984590,NA
PKP2,BrS,NA,NA,Disputed,NA,NA,NA,NA,602861,ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA 9,609040,NA,MONDO_0012180,NA,Cardiac,ARVD9,HGNC:9024,NA,NA,NA,24352520;24656989;17673670;19661460;15479741;22764151,HP:0001695;HP:0001649;HP:0011712;HP:0001962;HP:0011705;HP:0011663;HP:0000006;HP:0004751;HP:0001663;HP:0002617;HP:0011704;HP:0006698;HP:0004308;HP:0012251;HP:0004755;HP:0011715;HP:0001645;HP:0001279
RANGRF,BrS,NA,NA,Disputed,NA,NA,NA,NA,607954,BRUGADA SYNDROME 1,601144,Brugada syndrome ORPHA:130,MONDO_0011001,NA,Cardiac,NA,HGNC:17679,NA,NA,NA,21447824;18184654;21621375;23420830,NA
RASA1,RAS,NA,Noonan syndrome,Disputed,NA,AD,monoallelic,NA,139150,CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION 1,608354,ORPHA:137667  Capillary malformation-arteriovenous malformation,MONDO_0012016,NA,Cardiac,"CM-AVM, CMAVM, CMAVM1, GAP, PKWS, RASA, RASGAP, p120, p120GAP, p120RASGAP",HGNC:9871,NA,NA,NA,26969842;,HP:0010484;HP:0010496;HP:0000006;HP:0002671;HP:0002315;HP:0000501;HP:0100026;HP:0001269;HP:0005306;HP:0011276;HP:0100784;HP:0004947;HP:0001052;HP:0001635;HP:0100585;HP:0001892;HP:0002619
SCN10A,BrS,NA,NA,Disputed,NA,AD,monoallelic,NA,604427,BRUGADA SYNDROME 1,601144,Brugada syndrome ORPHA:130,MONDO_0011001,NA,Cardiac,"FEPS2, Nav1.8, PN3, SNS, hPN3",HGNC:10582,NA,NA,NA,24998131;25691538;24998131;25842276;23872634;26729854;24642470;22723299,HP:0001663;HP:0002045;HP:0000989;HP:0012251;HP:0002019;HP:0011704;HP:0011705;HP:0000006;HP:0011712;HP:0001909;HP:0011715;HP:0001872;HP:0031005;HP:0001250;HP:0003581;HP:0001279;HP:0002205;HP:0004751;HP:0004308;HP:0001649;HP:0001695;HP:0002633;HP:0009830;HP:0004755;HP:0010783
SCN1B,BrS,NA,NA,Disputed,NA,NA,NA,NA,600235,BRUGADA SYNDROME 5,612838,NA,MONDO_0013015,NA,Cardiac,"ATFB13, BRGDA5, EIEE52, GEFSP1",HGNC:10586,NA,NA,NA,18464934;26179811;22284586;25998140;25253298;22840528;11834499;7592748;8786355;21705762;24138709;25772295;17884088,HP:0002266;HP:0002069;HP:0004755;HP:0025356;HP:0007334;HP:0011151;HP:0001251;HP:0001663;HP:0002197;HP:0001337;HP:0004757;HP:0006813;HP:0002070;HP:0004751;HP:0007270;HP:0002121;HP:0200134;HP:0012251;HP:0011705;HP:0031295;HP:0001263;HP:0011715;HP:0002353;HP:0010819;HP:0007281;HP:0000992;HP:0011704;HP:0000006;HP:0003829;HP:0001290;HP:0002123;HP:0011710;HP:0001649;HP:0011712;HP:0001252;HP:0000007;HP:0001250;HP:0002373;HP:0011675;HP:0001695;HP:0004308;HP:0000708;HP:0001279;HP:0002384;HP:0001650;HP:0001257;HP:0012758;HP:0007256
SCN2B,BrS,NA,NA,Disputed,NA,AD,monoallelic,NA,601327,BRUGADA SYNDROME 1,601144,Brugada syndrome ORPHA:130,MONDO_0011001,NA,Cardiac,ATFB14,HGNC:10589,NA,NA,NA,23559163;26179811;27932425,HP:0011715;HP:0011704;HP:0001695;HP:0011705;HP:0004755;HP:0000006;HP:0001279;HP:0001663;HP:0004757;HP:0004751;HP:0000822;HP:0012248;HP:0004308;HP:0001649;HP:0011712;HP:0012251
SCN3B,BrS,NA,NA,Disputed,NA,AD,monoallelic,NA,608214,BRUGADA SYNDROME 7,613120,NA,MONDO_0013146,NA,Cardiac,"ATFB16, BRGDA7, HSA243396, SCNB3",HGNC:20665,NA,NA,NA,17556197;26179811;23257389;25650408;20042427;20031595;10688874;11744748;15455233;27677334; 21051419;19351516;15007009;19351516;19796257,HP:0001279;HP:0001695;HP:0004749;HP:0004755;HP:0004751;HP:0004308;HP:0011715;HP:0012251;HP:0000006;HP:0011705;HP:0011712;HP:0001663;HP:0001649;HP:0011704
SCN4B,LQTS,NA,NA,Disputed,NA,AD,monoallelic,NA,608256,LONG QT SYNDROME 10,611819,ORPHA:334 Familial atrial fibrillation; ORPHA:101016 Romano-Ward syndrome,MONDO_0012737,NA,Cardiac,"ATFB17, LQT10, Navbeta4",HGNC:10592,NA,NA,NA,12930796;15007009;17592081;20226894;23861362;23631430,HP:0000006;HP:0005110;HP:0001645;HP:0012266;HP:0001678;HP:0001657
SEMA3A,BrS,NA,NA,Disputed,NA,NA,NA,NA,603961,,NA,NA,NA,NA,Cardiac,"COLL1, HH16, Hsema-I, Hsema-III, SEMA1, SEMAD, SEMAIII, SEMAL, SemD, coll-1",HGNC:10723,NA,NA,NA,NA,HP:0008736;HP:0008734;HP:0001324;HP:0000006;HP:0001337;HP:0000505;HP:0001252;HP:0003187;HP:0030016;HP:0008064;HP:0001250;HP:0010550;HP:0000551;HP:0001260;HP:0000458;HP:0001608;HP:0000027;HP:0000144;HP:0000508;HP:0000054;HP:0001251;HP:0000104;HP:0000008;HP:0000639;HP:0001335;HP:0000823;HP:0001288;HP:0001763;HP:0000830;HP:0002750;HP:0001761;HP:0100639;HP:0030680;HP:0003164;HP:0000407;HP:0001513;HP:0004409;HP:0000044;HP:0000175;HP:0000771;HP:0004349;HP:0000028;HP:0002652;HP:0009804;HP:0000786;HP:0002757
SLMAP,BrS,NA,NA,Disputed,NA,AD,monoallelic,NA,602701,BRUGADA SYNDROME 1,601144,Brugada syndrome ORPHA:130,MONDO_0011001,NA,Cardiac,NA,HGNC:16643,NA,NA,NA,23064965;15591093;9405447;22180652;,NA
SNTA1,LQTS,NA,NA,Disputed,NA,AD,monoallelic,NA,601017,LONG QT SYNDROME 12,612955,ORPHA:101016 Romano-Ward syndrome,MONDO_0013062,NA,Cardiac,"LQT12, SNT1, TACIP1, dJ1187J4.5",HGNC:11167,NA,NA,NA,19684871;18591664;23376825;27028743,HP:0005184;HP:0001279;HP:0000006;HP:0001664;HP:0001663
TRPM4,BrS,NA,NA,Disputed,NA,NA,NA,NA,606936,PROGRESSIVE FAMILIAL HEART BLOCK TYPE IB,604559,NA,MONDO_0011474,NA,Cardiac,"LTrpC4, PFHB1B, TRPM4B, hTRPM4",HGNC:17993,NA,NA,NA,23382873;24721656;26272755;24226423;25531103,HP:0001678;HP:0001662;HP:0004308;HP:0005165;HP:0011705;HP:0004755;HP:0011715;HP:0011712;HP:0011704;HP:0011675;HP:0012251;HP:0001279;HP:0001649;HP:0001657;HP:0001695;HP:0011711;HP:0004751;HP:0000006;HP:0001663
LDB3,ARVC_CG,NA,NA,Disputed,NA,AD,monoallelic,NA,605906,NA,NA,NA,NA,NA,Cardiac,"CMD1C, CMH24, CMPD3, CYPHER, LDB3Z1, LDB3Z4, LVNC3, MFM4, ORACLE, PDLIM6, ZASP",HGNC:15710,NA,confidential,NA,NA,HP:0003445;HP:0005162;HP:0000006;HP:0004308;HP:0008997;HP:0003736;HP:0001635;HP:0009063;HP:0003323;HP:0030198;HP:0001271;HP:0000407;HP:0009830;HP:0001638;HP:0100578;HP:0003457;HP:0003324;HP:0001288;HP:0009027;HP:0001644;HP:0003325;HP:0009077;HP:0001645;HP:0030682;HP:0012722;HP:0031374;HP:0008969;HP:0009005;HP:0000982;HP:0011808;HP:0008954;HP:0031189;HP:0009073;HP:0003555;HP:0003458;HP:0001712;HP:0003198;HP:0006685;HP:0003715;HP:0003236;HP:0009072;HP:0001626;HP:0001874;HP:0002600
TNNI3,ARVC_CG,NA,NA,No human evidence,NA,AD,monoallelic,NA,191044,NA,NA,NA,NA,NA,Cardiac,"CMD1FF, CMD2A, CMH7, RCM1, TNNC1, cTnI",HGNC:11947,NA,confidential,NA,NA,HP:0001723;HP:0000982;HP:0001874;HP:0005110;HP:0002205;HP:0100598;HP:0030950;HP:0000407;HP:0001714;HP:0001639;HP:0003236;HP:0008897;HP:0000006;HP:0002240;HP:0001638;HP:0030718;HP:0001279;HP:0001712;HP:0001635;HP:0001645;HP:0003457;HP:0002094;HP:0000007;HP:0002119;HP:0005115;HP:0001425;HP:0031329;HP:0001653;HP:0005180;HP:0012398;HP:0003198;HP:0001297;HP:0012764;HP:0100578;HP:0001907;HP:0005162;HP:0001644;HP:0031295
TNNT2,ARVC_CG,NA,NA,No human evidence,NA,AD,monoallelic,NA,191045,NA,NA,NA,NA,NA,Cardiac,"CMD1D, CMH2, CMPD2, LVNC6, RCM3, TnTC, cTnT",HGNC:11949,NA,confidential,NA,NA,HP:0001653;HP:0000982;HP:0100578;HP:0001874;HP:0008897;HP:0030718;HP:0003236;HP:0031329;HP:0030950;HP:0100598;HP:0003457;HP:0005180;HP:0001297;HP:0001638;HP:0001644;HP:0001907;HP:0031295;HP:0012398;HP:0000006;HP:0001279;HP:0001712;HP:0002205;HP:0001635;HP:0002240;HP:0012764;HP:0000407;HP:0001639;HP:0005110;HP:0030682;HP:0003198;HP:0005115;HP:0005162;HP:0002094
ACTC1,ARVC_CG,NA,NA,No human evidence,NA,AD,monoallelic,NA,102540,NA,NA,NA,NA,NA,Cardiac,"ACTC, ASD5, CMD1R, CMH11, LVNC4",HGNC:143,NA,confidential,NA,NA,HP:0001723;HP:0004308;HP:0030682;HP:0001631;HP:0001635;HP:0011675;HP:0001874;HP:0100578;HP:0001639;HP:0000407;HP:0003236;HP:0000982;HP:0001712;HP:0003198;HP:0000006;HP:0003457;HP:0001644
MYL2,ARVC_CG,NA,NA,No human evidence,NA,AD,monoallelic,NA,160781,NA,NA,NA,NA,NA,Cardiac,"CMH10, MLC-2s/v, MLC2",HGNC:7583,NA,confidential,NA,NA,HP:0002792;HP:0008981;HP:0004756;HP:0002094;HP:0001388;HP:0010804;HP:0000276;HP:0001645;HP:0002747;HP:0003458;HP:0001644;HP:0000508;HP:0100749;HP:0003307;HP:0004322;HP:0002987;HP:0001252;HP:0001762;HP:0002515;HP:0002205;HP:0001558;HP:0001561;HP:0006380;HP:0012785;HP:0002089;HP:0002321;HP:0000218;HP:0000006;HP:0002751;HP:0003273;HP:0003691;HP:0001712;HP:0005144;HP:0001249;HP:0002033;HP:0000602;HP:0011968;HP:0010872;HP:0001315;HP:0001612;HP:0000767;HP:0001670;HP:0001639;HP:0006466;HP:0003198;HP:0030192;HP:0001374;HP:0000028;HP:0004755;HP:0008180;HP:0003324;HP:0001663;HP:0011807;HP:0001508;HP:0001270;HP:0000347;HP:0001962
TPM1,ARVC_CG,NA,NA,No human evidence,NA,AD,monoallelic,NA,191010,NA,NA,NA,NA,NA,Cardiac,"C15orf13, CMD1Y, CMH3, HEL-S-265, HTM-alpha, LVNC9, TMSA",HGNC:12010,NA,confidential,NA,NA,HP:0000407;HP:0001874;HP:0100578;HP:0003457;HP:0001639;HP:0001653;HP:0000982;HP:0003236;HP:0000006;HP:0001635;HP:0003198;HP:0001644;HP:0004756
TNNC1,ARVC_CG,NA,NA,No human evidence,NA,AD,monoallelic,NA,191040,NA,NA,NA,NA,NA,Cardiac,"CMD1Z, CMH13, TN-C, TNC, TNNC",HGNC:11943,NA,confidential,NA,NA,HP:0001663;HP:0003457;HP:0012250;HP:0200128;HP:0000006;HP:0001639;HP:0003236;HP:0003198;HP:0000982;HP:0001874;HP:0001279;HP:0100749;HP:0005110;HP:0002094;HP:0000407;HP:0011711;HP:0001644;HP:0011712;HP:0100578
ACTC1,DCM,NA,NA,NA,NA,NA,NA,NA,102540,"CARDIOMYOPATHY, DILATED, 1R",613424,ORPHA:154  Familial isolated dilated cardiomyopathy,MONDO_0012808,NA,NA,NA,NA,NA,confidential,NA,NA,NA
BAG3,DCM,NA,NA,NA,NA,AD,monoallelic,NA,603883,"CARDIOMYOPATHY, DILATED, 1HH",613881,ORPHA:154  Familial isolated dilated cardiomyopathy,MONDO_0013479,NA,Cardiac,"BAG-3, BIS, CAIR-1, MFM6",HGNC:939,NA,confidential,NA,NA,HP:0001644;HP:0003457;HP:0003715;HP:0001635;HP:0006380;HP:0003560;HP:0003236;HP:0003678;HP:0002650;HP:0001639;HP:0032341;HP:0006597;HP:0000982;HP:0003700;HP:0001761;HP:0002936;HP:0001265;HP:0003447;HP:0010628;HP:0001874;HP:0000407;HP:0001611;HP:0003388;HP:0003458;HP:0003306;HP:0007108;HP:0002093;HP:0100578;HP:0000006;HP:0003198
DSP,DCM,NA,NA,NA,NA,NA,NA,NA,125647,"CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR AND KERATODERMA;",605676,NA,NA,NA,NA,NA,NA,NA,confidential,NA,NA,NA
DSP,DCM,NA,NA,NA,NA,NA,NA,NA,125648,"CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR, KERATODERMA, AND TOOTH AGENESIS",615821,NA,NA,NA,NA,NA,NA,NA,confidential,NA,NA,NA
LDLR,FH,NA,NA,NA,NA,AD,monoallelic,NA,606945,"HYPERCHOLESTEROLEMIA, FAMILIAL, 1",143890,ORPHA:391665  Homozygous familial hypercholesterolemia,MONDO_0007750,NA,Cardiac,"FH, FHC, FHCL1, LDLCQ2",HGNC:6547,NA,NA,NA,NA,HP:0001138;HP:0004416;HP:0000991;HP:0004950;HP:0004963;HP:0030148;HP:0002829;HP:0005162;HP:0012397;HP:0001114;HP:0001397;HP:0007201;HP:0005181;HP:0012373;HP:0001681;HP:0001677;HP:0030882;HP:0000822;HP:0001084;HP:0003141;HP:0001920;HP:0001658;HP:3000062;HP:0004381;HP:0003077;HP:0012638;HP:0100261;HP:0000799;HP:0001645;HP:0000006;HP:0001653;HP:0002094;HP:0006693;HP:0003124;HP:0005177;HP:0010874
LDLRAP1,FH,NA,NA,NA,NA,AR,biallelic,NA,605747,"HYPERCHOLESTEROLEMIA, FAMILIAL, 4",603813,ORPHA:391665  Homozygous familial hypercholesterolemia,NA,NA,Cardiac,"ARH, ARH1, ARH2, FHCB1, FHCB2, FHCL4",HGNC:18640,NA,NA,NA,NA,HP:0001681;HP:0012638;HP:0030148;HP:0002621;HP:0002094;HP:0012373;HP:0100261;HP:0004416;HP:0004950;HP:0030882;HP:0001653;HP:0003124;HP:0005162;HP:0010874;HP:0000007;HP:0001658;HP:0000991;HP:0001920;HP:0012397;HP:0005177;HP:0005181;HP:0007201;HP:0000822;HP:0003077;HP:0000799;HP:0003362;HP:0006693;HP:0001138;HP:0004963;HP:0001677;HP:0004381;HP:0001397;HP:0003141;HP:0002829;HP:3000062;HP:0002155;HP:0001645
LMNA,DCM,NA,NA,NA,NA,AD,monoallelic,NA,150330,"CARDIOMYOPATHY, DILATED, 1A",115200,ORPHA:300751  Familial dilated cardiomyopathy with conduction defect due to LMNA; ORPHA:154  Familial isolated dilated cardiomyopathy,MONDO_0007269,NA,Cardiac,"CDCD1, CDDC, CMD1A, CMT2B1, EMD2, FPL, FPLD, FPLD2, HGPS, IDC, LDP1, LFP, LGMD1B, LMN1, LMNC, LMNL1, MADA, PRO1",HGNC:6636,NA,confidential,NA,NA,HP:0000934;HP:0002692;HP:0002230;HP:0003621;HP:0100649;HP:0000418;HP:0002515;HP:0000519;HP:0002486;HP:0008981;HP:0001279;HP:0004414;HP:0006391;HP:0008897;HP:0001799;HP:0001270;HP:0001698;HP:0002097;HP:0003306;HP:0002170;HP:0008064;HP:0004331;HP:0003300;HP:0001513;HP:0011356;HP:0000822;HP:0000815;HP:0009027;HP:0007592;HP:0011220;HP:0002758;HP:0003457;HP:0001760;HP:0001319;HP:0003741;HP:0004325;HP:0000546;HP:0001324;HP:0001043;HP:0002753;HP:0011807;HP:0003124;HP:0010219;HP:0000774;HP:0003712;HP:0002164;HP:0008180;HP:0002747;HP:0003676;HP:0001397;HP:0001838;HP:0003383;HP:0100526;HP:0003826;HP:0002597;HP:0000831;HP:0007427;HP:0001744;HP:0000726;HP:0008993;HP:0004749;HP:0008994;HP:0007509;HP:0002089;HP:0000144;HP:0003376;HP:0009839;HP:0001597;HP:0006288;HP:0000991;HP:0007394;HP:0003758;HP:0008069;HP:0011675;HP:0000320;HP:0040270;HP:0012084;HP:0005155;HP:0011702;HP:0001643;HP:0012478;HP:0000869;HP:0003355;HP:0200102;HP:0002645;HP:0000035;HP:0001634;HP:0006824;HP:0001644;HP:0000883;HP:0200021;HP:0007618;HP:0001816;HP:0008197;HP:0000369;HP:0003327;HP:0008956;HP:0010239;HP:0040113;HP:0008419;HP:0009726;HP:0000147;HP:0004279;HP:0004349;HP:0000287;HP:0004943;HP:0011040;HP:0005692;HP:0002155;HP:0003674;HP:0100607;HP:0008283;HP:0008968;HP:0008948;HP:0000621;HP:0000962;HP:0004382;HP:0003202;HP:0001156;HP:0005461;HP:0008997;HP:0004950;HP:0001263;HP:0002828;HP:0200041;HP:0003797;HP:0000506;HP:0100324;HP:0001714;HP:0003292;HP:0000961;HP:0000006;HP:0001788;HP:0003198;HP:0100840;HP:0001558;HP:0001561;HP:0003560;HP:0000540;HP:0009053;HP:0005115;HP:0003016;HP:0000160;HP:0003717;HP:0000685;HP:0000963;HP:0000275;HP:0012745;HP:0011001;HP:0000465;HP:0001601;HP:0000520;HP:0001284;HP:0002231;HP:0000311;HP:0100578;HP:0004970;HP:0006785;HP:0001265;HP:0012645;HP:0000767;HP:0001297;HP:0003484;HP:0009125;HP:0100585;HP:0000966;HP:0001596;HP:0009771;HP:0000789;HP:0002936;HP:0006766;HP:0002905;HP:0031546;HP:0100031;HP:0003738;HP:0003384;HP:0001678;HP:0010665;HP:0005110;HP:0040171;HP:0003828;HP:0009882;HP:0003325;HP:0004334;HP:0003380;HP:0001376;HP:0003076;HP:0002621;HP:0000400;HP:0000684;HP:0007543;HP:0002223;HP:0005339;HP:0002804;HP:0001681;HP:0001771;HP:0004492;HP:0001015;HP:0000765;HP:0000668;HP:0001883;HP:0003233;HP:0001159;HP:0004326;HP:0003701;HP:0001653;HP:0040160;HP:0009906;HP:0004931;HP:0003011;HP:0030685;HP:0000678;HP:0100601;HP:0004322;HP:0007495;HP:0100783;HP:0002093;HP:0008244;HP:0031409;HP:0002355;HP:0002751;HP:0004054;HP:0001952;HP:0003691;HP:0002797;HP:0003431;HP:0003805;HP:0001894;HP:0001657;HP:0002650;HP:0003418;HP:0003700;HP:0006739;HP:0001650;HP:0100820;HP:0011362;HP:0006266;HP:0100659;HP:0000534;HP:0001252;HP:0006585;HP:0045075;HP:0000468;HP:0040266;HP:0000444;HP:0000272;HP:0100833;HP:0011832;HP:0001635;HP:0008065;HP:0005474;HP:0031013;HP:0200042;HP:0002671;HP:0000453;HP:0000905;HP:0004417;HP:0009049;HP:0009064;HP:0000938;HP:0001870;HP:0010721;HP:0001084;HP:0001522;HP:0001712;HP:0001315;HP:0001605;HP:0005177;HP:0008070;HP:0003141;HP:0004380;HP:0100678;HP:0002829;HP:0002808;HP:0003690;HP:0001595;HP:0000316;HP:0002664;HP:0003077;HP:0006660;HP:0003115;HP:0001371;HP:0006224;HP:0000239;HP:0001006;HP:0001511;HP:0003635;HP:0100362;HP:0100615;HP:0001651;HP:0003378;HP:0002211;HP:0000953;HP:0001677;HP:0002326;HP:0040189;HP:0001637;HP:0001249;HP:0003326;HP:0003307;HP:0002289;HP:0025354;HP:0001385;HP:0000176;HP:0000939;HP:0005997;HP:0001735;HP:0000877;HP:0001662;HP:0000293;HP:0001611;HP:0000164;HP:0001622;HP:0003236;HP:0000581;HP:0000518;HP:0002987;HP:0000653;HP:0003677;HP:0011727;HP:0002460;HP:0001733;HP:0000561;HP:0001510;HP:0000073;HP:0000508;HP:0000218;HP:0000835;HP:0003074;HP:0011800;HP:0040083;HP:0000365;HP:0001620;HP:0012722;HP:0000842;HP:0006480;HP:0100671;HP:0005328;HP:0000912;HP:0003693;HP:0011703;HP:0004308;HP:0000494;HP:0001290;HP:0005109;HP:0002669;HP:0001608;HP:0004755;HP:0000467;HP:0000956;HP:0001196;HP:0000823;HP:0008739;HP:0005162;HP:0002557;HP:0003761;HP:0001808;HP:0005978;HP:0002421;HP:0007703;HP:0006829;HP:0100490;HP:0001250;HP:0000535;HP:0008944;HP:0001763;HP:0040019;HP:0002216;HP:0011414;HP:0000007;HP:0001097;HP:0001761;HP:0001658;HP:0003777;HP:0004388;HP:0006267;HP:0030084;HP:0003458;HP:0006710;HP:0030117;HP:0000695;HP:0002136;HP:0000047;HP:0009002;HP:0030200;HP:0000233;HP:0001288;HP:0004416;HP:0000407;HP:0001425;HP:0000826;HP:0000431;HP:0011968;HP:0000278;HP:0030053;HP:0008151;HP:0005181;HP:0001070;HP:0008209;HP:0004361;HP:0005659;HP:0001007;HP:0002209;HP:0000894;HP:0005150;HP:0004631;HP:0000135;HP:0005595;HP:0002616;HP:0008887;HP:0001631;HP:0001639;HP:0007485;HP:0000819;HP:0012723;HP:0000347;HP:0005267;HP:0008214;HP:0009046;HP:0002600;HP:0008985;HP:0009924;HP:0010648;HP:0006645;HP:0000855;HP:0002858;HP:0030445;HP:0001669;HP:0005253;HP:0000377;HP:0100546;HP:0012397;HP:0001387;HP:0100679;HP:0000044;HP:0002240;HP:0001645;HP:0002827;HP:0100013;HP:0100658;HP:0001508;HP:0000270
MYH7,DCM,NA,NA,NA,NA,NA,NA,NA,160760,"CARDIOMYOPATHY, DILATED, 1S",613426,NA,NA,NA,NA,NA,NA,NA,confidential,NA,NA,NA
NEXN,DCM,NA,NA,NA,NA,NA,NA,NA,613121,"CARDIOMYOPATHY, DILATED, 1CC",613122,NA,NA,NA,NA,NA,NA,NA,confidential,NA,NA,NA
PLN,DCM,NA,NA,NA,NA,NA,NA,NA,172405,"CARDIOMYOPATHY, DILATED, 1P,",609909,NA,MONDO_0012362,NA,Cardiac,"CMD1P, CMH18, PLB",HGNC:9080,NA,confidential,NA,NA,HP:0005110;HP:0004308;HP:0001712;HP:0000982;HP:0001638;HP:0001644;HP:0000407;HP:0003198;HP:0003457;HP:0003236;HP:0100749;HP:0001874;HP:0001635;HP:0000006;HP:0006673;HP:0100578
